puzzle,solution,pretty_puzzle
017080025000000001206175849064207000700049150000801470608704093001963280379528610,917486325845392761236175849164257938783649152592831476628714593451963287379528614,"  1 7 |   8   |   2 5
      |       |     1
2   6 | 1 7 5 | 8 4 9
- - - + - - - + - - -
  6 4 | 2   7 |      
7     |   4 9 | 1 5  
      | 8   1 | 4 7  
- - - + - - - + - - -
6   8 | 7   4 |   9 3
    1 | 9 6 3 | 2 8  
3 7 9 | 5 2 8 | 6 1  "
002405381003719002461802900125640890048091026900328000059200007804176209207050040,792465381583719462461832975125647893348591726976328514659284137834176259217953648,"    2 | 4   5 | 3 8 1
    3 | 7 1 9 |     2
4 6 1 | 8   2 | 9    
- - - + - - - + - - -
1 2 5 | 6 4   | 8 9  
  4 8 |   9 1 |   2 6
9     | 3 2 8 |      
- - - + - - - + - - -
  5 9 | 2     |     7
8   4 | 1 7 6 | 2   9
2   7 |   5   |   4  "
005073901192468307430005062008710000000000600020506708213057486000824103700000005,865273941192468357437195862648712539571389624329546718213957486956824173784631295,"    5 |   7 3 | 9   1
1 9 2 | 4 6 8 | 3   7
4 3   |     5 |   6 2
- - - + - - - + - - -
    8 | 7 1   |      
      |       | 6    
  2   | 5   6 | 7   8
- - - + - - - + - - -
2 1 3 |   5 7 | 4 8 6
      | 8 2 4 | 1   3
7     |       |     5"
000907403000580607975346100080209010026108034090403002030015070609730800002800061,861927453243581697975346128384259716526178934197463582438615279619732845752894361,"      | 9   7 | 4   3
      | 5 8   | 6   7
9 7 5 | 3 4 6 | 1    
- - - + - - - + - - -
  8   | 2   9 |   1  
  2 6 | 1   8 |   3 4
  9   | 4   3 |     2
- - - + - - - + - - -
  3   |   1 5 |   7  
6   9 | 7 3   | 8    
    2 | 8     |   6 1"
104670000920845710760000300610020030852007000049168072000000890498001003536900147,184673259923845716765219384617524938852397461349168572271436895498751623536982147,"1   4 | 6 7   |      
9 2   | 8 4 5 | 7 1  
7 6   |       | 3    
- - - + - - - + - - -
6 1   |   2   |   3  
8 5 2 |     7 |      
  4 9 | 1 6 8 |   7 2
- - - + - - - + - - -
      |       | 8 9  
4 9 8 |     1 |     3
5 3 6 | 9     | 1 4 7"
100020093609173408320940501400002300000501046000068207094080100010054069000009850,147825693659173428328946571461792385782531946935468217594687132813254769276319854,"1     |   2   |   9 3
6   9 | 1 7 3 | 4   8
3 2   | 9 4   | 5   1
- - - + - - - + - - -
4     |     2 | 3    
      | 5   1 |   4 6
      |   6 8 | 2   7
- - - + - - - + - - -
  9 4 |   8   | 1    
  1   |   5 4 |   6 9
      |     9 | 8 5  "
005001027714250380230000516301745802429060000587000030002010760100000903043007200,695831427714256389238974516361745892429368175587129634952413768176582943843697251,"    5 |     1 |   2 7
7 1 4 | 2 5   | 3 8  
2 3   |       | 5 1 6
- - - + - - - + - - -
3   1 | 7 4 5 | 8   2
4 2 9 |   6   |      
5 8 7 |       |   3  
- - - + - - - + - - -
    2 |   1   | 7 6  
1     |       | 9   3
  4 3 |     7 | 2    "
420097306700000100609038020140783900897020013002061008004010570015370064078004031,421597386783246195659138427146783952897425613532961748364812579215379864978654231,"4 2   |   9 7 | 3   6
7     |       | 1    
6   9 |   3 8 |   2  
- - - + - - - + - - -
1 4   | 7 8 3 | 9    
8 9 7 |   2   |   1 3
    2 |   6 1 |     8
- - - + - - - + - - -
    4 |   1   | 5 7  
  1 5 | 3 7   |   6 4
  7 8 |     4 |   3 1"
094003670160407290002001008025700904400900025300004860201040786906075132073002049,594283671168457293732691458625738914487916325319524867251349786946875132873162549,"  9 4 |     3 | 6 7  
1 6   | 4   7 | 2 9  
    2 |     1 |     8
- - - + - - - + - - -
  2 5 | 7     | 9   4
4     | 9     |   2 5
3     |     4 | 8 6  
- - - + - - - + - - -
2   1 |   4   | 7 8 6
9   6 |   7 5 | 1 3 2
  7 3 |     2 |   4 9"
000460000095837060768209034043001005059306420600950001506000840030000050084573000,312465978495837162768219534843721695159386427627954381576192843231648759984573216,"      | 4 6   |      
  9 5 | 8 3 7 |   6  
7 6 8 | 2   9 |   3 4
- - - + - - - + - - -
  4 3 |     1 |     5
  5 9 | 3   6 | 4 2  
6     | 9 5   |     1
- - - + - - - + - - -
5   6 |       | 8 4  
  3   |       |   5  
  8 4 | 5 7 3 |      "
702006109301090748089000236000109063903008420106024980018050000035941800400602315,742836159361295748589417236824179563973568421156324987218753694635941872497682315,"7   2 |     6 | 1   9
3   1 |   9   | 7 4 8
  8 9 |       | 2 3 6
- - - + - - - + - - -
      | 1   9 |   6 3
9   3 |     8 | 4 2  
1   6 |   2 4 | 9 8  
- - - + - - - + - - -
  1 8 |   5   |      
  3 5 | 9 4 1 | 8    
4     | 6   2 | 3 1 5"
093204150607903020205060370001307000000580091060100543304090015506010030100400800,893274156617953428245861379951347682432586791768129543374698215586712934129435867,"  9 3 | 2   4 | 1 5  
6   7 | 9   3 |   2  
2   5 |   6   | 3 7  
- - - + - - - + - - -
    1 | 3   7 |      
      | 5 8   |   9 1
  6   | 1     | 5 4 3
- - - + - - - + - - -
3   4 |   9   |   1 5
5   6 |   1   |   3  
1     | 4     | 8    "
109060583025000607634785019080607935002348061067000020090214000003000050016800402,179462583825139647634785219481627935952348761367591824598214376243976158716853492,"1   9 |   6   | 5 8 3
  2 5 |       | 6   7
6 3 4 | 7 8 5 |   1 9
- - - + - - - + - - -
  8   | 6   7 | 9 3 5
    2 | 3 4 8 |   6 1
  6 7 |       |   2  
- - - + - - - + - - -
  9   | 2 1 4 |      
    3 |       |   5  
  1 6 | 8     | 4   2"
502906080709238051608051200103680420804392107926017805000563912390824006265170348,512946783749238651638751294173685429854392167926417835487563912391824576265179348,"5   2 | 9   6 |   8  
7   9 | 2 3 8 |   5 1
6   8 |   5 1 | 2    
- - - + - - - + - - -
1   3 | 6 8   | 4 2  
8   4 | 3 9 2 | 1   7
9 2 6 |   1 7 | 8   5
- - - + - - - + - - -
      | 5 6 3 | 9 1 2
3 9   | 8 2 4 |     6
2 6 5 | 1 7   | 3 4 8"
612000039840370560370100280903480670007900050200007903021039840038260000400000025,612845739849372561375196284953481672167923458284657913721539846538264197496718325,"6 1 2 |       |   3 9
8 4   | 3 7   | 5 6  
3 7   | 1     | 2 8  
- - - + - - - + - - -
9   3 | 4 8   | 6 7  
    7 | 9     |   5  
2     |     7 | 9   3
- - - + - - - + - - -
  2 1 |   3 9 | 8 4  
  3 8 | 2 6   |      
4     |       |   2 5"
000134679167892500000000281856900700010007895790028410028009360009703028071080050,285134679167892543934675281856941732412367895793528416528419367649753128371286954,"      | 1 3 4 | 6 7 9
1 6 7 | 8 9 2 | 5    
      |       | 2 8 1
- - - + - - - + - - -
8 5 6 | 9     | 7    
  1   |     7 | 8 9 5
7 9   |   2 8 | 4 1  
- - - + - - - + - - -
  2 8 |     9 | 3 6  
    9 | 7   3 |   2 8
  7 1 |   8   |   5  "
090670000107029346026530798902300870531480000768052034075100980089065400214098050,893674521157829346426531798942316875531487269768952134675143982389265417214798653,"  9   | 6 7   |      
1   7 |   2 9 | 3 4 6
  2 6 | 5 3   | 7 9 8
- - - + - - - + - - -
9   2 | 3     | 8 7  
5 3 1 | 4 8   |      
7 6 8 |   5 2 |   3 4
- - - + - - - + - - -
  7 5 | 1     | 9 8  
  8 9 |   6 5 | 4    
2 1 4 |   9 8 |   5  "
014730609900026073067905428700000015540000360001500907000201094009800036406007500,214738659985426173367915428792643815548179362631582947853261794179854236426397581,"  1 4 | 7 3   | 6   9
9     |   2 6 |   7 3
  6 7 | 9   5 | 4 2 8
- - - + - - - + - - -
7     |       |   1 5
5 4   |       | 3 6  
    1 | 5     | 9   7
- - - + - - - + - - -
      | 2   1 |   9 4
    9 | 8     |   3 6
4   6 |     7 | 5    "
000405006061709000000316805912804607608057002357960010286593001090041000130008509,873425196561789324429316875912834657648157932357962418286593741795641283134278569,"      | 4   5 |     6
  6 1 | 7   9 |      
      | 3 1 6 | 8   5
- - - + - - - + - - -
9 1 2 | 8   4 | 6   7
6   8 |   5 7 |     2
3 5 7 | 9 6   |   1  
- - - + - - - + - - -
2 8 6 | 5 9 3 |     1
  9   |   4 1 |      
1 3   |     8 | 5   9"
682390705750060003913025648060800902009576000801240000506401007328907100100080500,682394715754168293913725648465813972239576481871249356596431827328957164147682539,"6 8 2 | 3 9   | 7   5
7 5   |   6   |     3
9 1 3 |   2 5 | 6 4 8
- - - + - - - + - - -
  6   | 8     | 9   2
    9 | 5 7 6 |      
8   1 | 2 4   |      
- - - + - - - + - - -
5   6 | 4   1 |     7
3 2 8 | 9   7 | 1    
1     |   8   | 5    "
493502078168900452500046310040068295659274030832159740210400580900080100385001000,493512678168937452527846319741368295659274831832159746216493587974685123385721964,"4 9 3 | 5   2 |   7 8
1 6 8 | 9     | 4 5 2
5     |   4 6 | 3 1  
- - - + - - - + - - -
  4   |   6 8 | 2 9 5
6 5 9 | 2 7 4 |   3  
8 3 2 | 1 5 9 | 7 4  
- - - + - - - + - - -
2 1   | 4     | 5 8  
9     |   8   | 1    
3 8 5 |     1 |      "
028001000650820109001539280000798650802300410060210890009000760100070020587400900,928641375653827149471539286314798652892356417765214893239185764146973528587462931,"  2 8 |     1 |      
6 5   | 8 2   | 1   9
    1 | 5 3 9 | 2 8  
- - - + - - - + - - -
      | 7 9 8 | 6 5  
8   2 | 3     | 4 1  
  6   | 2 1   | 8 9  
- - - + - - - + - - -
    9 |       | 7 6  
1     |   7   |   2  
5 8 7 | 4     | 9    "
500810630068734251230590400394201080002087096876309042015900860003075920000608503,547812639968734251231596478394261785152487396876359142415923867683175924729648513,"5     | 8 1   | 6 3  
  6 8 | 7 3 4 | 2 5 1
2 3   | 5 9   | 4    
- - - + - - - + - - -
3 9 4 | 2   1 |   8  
    2 |   8 7 |   9 6
8 7 6 | 3   9 |   4 2
- - - + - - - + - - -
  1 5 | 9     | 8 6  
    3 |   7 5 | 9 2  
      | 6   8 | 5   3"
003080724000024651001500000235698400910045060648170005800019500050030002390752040,563981724789324651421567389235698417917245863648173295872419536154836972396752148,"    3 |   8   | 7 2 4
      |   2 4 | 6 5 1
    1 | 5     |      
- - - + - - - + - - -
2 3 5 | 6 9 8 | 4    
9 1   |   4 5 |   6  
6 4 8 | 1 7   |     5
- - - + - - - + - - -
8     |   1 9 | 5    
  5   |   3   |     2
3 9   | 7 5 2 |   4  "
309005704007094008480273500290300075003728609600000280010036900005807032034010056,329185764157694328486273591298361475543728619671459283812536947965847132734912856,"3   9 |     5 | 7   4
    7 |   9 4 |     8
4 8   | 2 7 3 | 5    
- - - + - - - + - - -
2 9   | 3     |   7 5
    3 | 7 2 8 | 6   9
6     |       | 2 8  
- - - + - - - + - - -
  1   |   3 6 | 9    
    5 | 8   7 |   3 2
  3 4 |   1   |   5 6"
028050006704360528905021070572683001800102765140070283287000150450208600003517002,328754916714369528965821374572683491839142765146975283287436159451298637693517842,"  2 8 |   5   |     6
7   4 | 3 6   | 5 2 8
9   5 |   2 1 |   7  
- - - + - - - + - - -
5 7 2 | 6 8 3 |     1
8     | 1   2 | 7 6 5
1 4   |   7   | 2 8 3
- - - + - - - + - - -
2 8 7 |       | 1 5  
4 5   | 2   8 | 6    
    3 | 5 1 7 |     2"
460001705920074063005036204592107400306800019004095070040600307600059800051703000,463281795928574163715936284592167438376842519184395672249618357637459821851723946,"4 6   |     1 | 7   5
9 2   |   7 4 |   6 3
    5 |   3 6 | 2   4
- - - + - - - + - - -
5 9 2 | 1   7 | 4    
3   6 | 8     |   1 9
    4 |   9 5 |   7  
- - - + - - - + - - -
  4   | 6     | 3   7
6     |   5 9 | 8    
  5 1 | 7   3 |      "
603080472075263918120490530700630291030109007001052000306005720000370165017926004,693581472475263918128497536754638291832149657961752843346815729289374165517926384,"6   3 |   8   | 4 7 2
  7 5 | 2 6 3 | 9 1 8
1 2   | 4 9   | 5 3  
- - - + - - - + - - -
7     | 6 3   | 2 9 1
  3   | 1   9 |     7
    1 |   5 2 |      
- - - + - - - + - - -
3   6 |     5 | 7 2  
      | 3 7   | 1 6 5
  1 7 | 9 2 6 |     4"
018520476205017030360800025601009054093405200504060090406238010009746002870000603,918523476245617938367894125621379854793485261584162397456238719139746582872951643,"  1 8 | 5 2   | 4 7 6
2   5 |   1 7 |   3  
3 6   | 8     |   2 5
- - - + - - - + - - -
6   1 |     9 |   5 4
  9 3 | 4   5 | 2    
5   4 |   6   |   9  
- - - + - - - + - - -
4   6 | 2 3 8 |   1  
    9 | 7 4 6 |     2
8 7   |       | 6   3"
300400879090070030708963100600040085172000940000307012047059368800020001910830420,356412879491578236728963154639241785172685943584397612247159368863724591915836427,"3     | 4     | 8 7 9
  9   |   7   |   3  
7   8 | 9 6 3 | 1    
- - - + - - - + - - -
6     |   4   |   8 5
1 7 2 |       | 9 4  
      | 3   7 |   1 2
- - - + - - - + - - -
  4 7 |   5 9 | 3 6 8
8     |   2   |     1
9 1   | 8 3   | 4 2  "
208450700950200083060308100006502947342609500579184306095823070007000000083700291,238451769951267483764398152816532947342679518579184326195823674427916835683745291,"2   8 | 4 5   | 7    
9 5   | 2     |   8 3
  6   | 3   8 | 1    
- - - + - - - + - - -
    6 | 5   2 | 9 4 7
3 4 2 | 6   9 | 5    
5 7 9 | 1 8 4 | 3   6
- - - + - - - + - - -
  9 5 | 8 2 3 |   7  
    7 |       |      
  8 3 | 7     | 2 9 1"
010308020069015083873629400406192000938040062021003000680931074300754000040206000,514378926269415783873629451456192837938547162721863549685931274392754618147286395,"  1   | 3   8 |   2  
  6 9 |   1 5 |   8 3
8 7 3 | 6 2 9 | 4    
- - - + - - - + - - -
4   6 | 1 9 2 |      
9 3 8 |   4   |   6 2
  2 1 |     3 |      
- - - + - - - + - - -
6 8   | 9 3 1 |   7 4
3     | 7 5 4 |      
  4   | 2   6 |      "
010950638089020140304068792001500904090000000070430050020640009000310526500090017,712954638689723145354168792231586974495271863876439251127645389948317526563892417,"  1   | 9 5   | 6 3 8
  8 9 |   2   | 1 4  
3   4 |   6 8 | 7 9 2
- - - + - - - + - - -
    1 | 5     | 9   4
  9   |       |      
  7   | 4 3   |   5  
- - - + - - - + - - -
  2   | 6 4   |     9
      | 3 1   | 5 2 6
5     |   9   |   1 7"
005040009106000025000100760613598004048001093002437001007014052361005800204000010,825746139176389425439152768613598274748261593592437681987614352361925847254873916,"    5 |   4   |     9
1   6 |       |   2 5
      | 1     | 7 6  
- - - + - - - + - - -
6 1 3 | 5 9 8 |     4
  4 8 |     1 |   9 3
    2 | 4 3 7 |     1
- - - + - - - + - - -
    7 |   1 4 |   5 2
3 6 1 |     5 | 8    
2   4 |       |   1  "
275000000491007000836100427104079502659823714703451060908702145317064290042010670,275346981491287356836195427184679532659823714723451869968732145317564298542918673,"2 7 5 |       |      
4 9 1 |     7 |      
8 3 6 | 1     | 4 2 7
- - - + - - - + - - -
1   4 |   7 9 | 5   2
6 5 9 | 8 2 3 | 7 1 4
7   3 | 4 5 1 |   6  
- - - + - - - + - - -
9   8 | 7   2 | 1 4 5
3 1 7 |   6 4 | 2 9  
  4 2 |   1   | 6 7  "
968143200504920008170080093000409780840510300390800140009000800200750000706004030,968143257534927618172685493621439785847516329395872146459361872213758964786294531,"9 6 8 | 1 4 3 | 2    
5   4 | 9 2   |     8
1 7   |   8   |   9 3
- - - + - - - + - - -
      | 4   9 | 7 8  
8 4   | 5 1   | 3    
3 9   | 8     | 1 4  
- - - + - - - + - - -
    9 |       | 8    
2     | 7 5   |      
7   6 |     4 |   3  "
400093810893200040007680392030050001075060280010908650006049700381025060709030000,462593817893217546157684392638452971975361284214978653526149738381725469749836125,"4     |   9 3 | 8 1  
8 9 3 | 2     |   4  
    7 | 6 8   | 3 9 2
- - - + - - - + - - -
  3   |   5   |     1
  7 5 |   6   | 2 8  
  1   | 9   8 | 6 5  
- - - + - - - + - - -
    6 |   4 9 | 7    
3 8 1 |   2 5 |   6  
7   9 |   3   |      "
100079842240100007900400060019705206532080710670000058098507601320064079760000080,153679842246158397987423165819745236532986714674312958498537621321864579765291483,"1     |   7 9 | 8 4 2
2 4   | 1     |     7
9     | 4     |   6  
- - - + - - - + - - -
  1 9 | 7   5 | 2   6
5 3 2 |   8   | 7 1  
6 7   |       |   5 8
- - - + - - - + - - -
  9 8 | 5   7 | 6   1
3 2   |   6 4 |   7 9
7 6   |       |   8  "
001560400809710020000380076200430967906107030700000015100803049030001702092600300,371562498869714523524389176215438967986157234743296815157823649638941752492675381,"    1 | 5 6   | 4    
8   9 | 7 1   |   2  
      | 3 8   |   7 6
- - - + - - - + - - -
2     | 4 3   | 9 6 7
9   6 | 1   7 |   3  
7     |       |   1 5
- - - + - - - + - - -
1     | 8   3 |   4 9
  3   |     1 | 7   2
  9 2 | 6     | 3    "
049103060673200008018067309006040507000005106050006090095608204002504970400070005,549183762673259418218467359986341527327895146154726893795618234862534971431972685,"  4 9 | 1   3 |   6  
6 7 3 | 2     |     8
  1 8 |   6 7 | 3   9
- - - + - - - + - - -
    6 |   4   | 5   7
      |     5 | 1   6
  5   |     6 |   9  
- - - + - - - + - - -
  9 5 | 6   8 | 2   4
    2 | 5   4 | 9 7  
4     |   7   |     5"
062598137597413068381200490659132780718046350034875009143780500070020043820350071,462598137597413268381267495659132784718946352234875619143789526975621843826354971,"  6 2 | 5 9 8 | 1 3 7
5 9 7 | 4 1 3 |   6 8
3 8 1 | 2     | 4 9  
- - - + - - - + - - -
6 5 9 | 1 3 2 | 7 8  
7 1 8 |   4 6 | 3 5  
  3 4 | 8 7 5 |     9
- - - + - - - + - - -
1 4 3 | 7 8   | 5    
  7   |   2   |   4 3
8 2   | 3 5   |   7 1"
907308526625000843300000000791435260580760400463821957874610305139000682256083174,917348526625197843348256719791435268582769431463821957874612395139574682256983174,"9   7 | 3   8 | 5 2 6
6 2 5 |       | 8 4 3
3     |       |      
- - - + - - - + - - -
7 9 1 | 4 3 5 | 2 6  
5 8   | 7 6   | 4    
4 6 3 | 8 2 1 | 9 5 7
- - - + - - - + - - -
8 7 4 | 6 1   | 3   5
1 3 9 |       | 6 8 2
2 5 6 |   8 3 | 1 7 4"
500289030780053002003460050600000000040935006008074019309740680060398000072006390,516289437784153962923467158695821743147935826238674519359742681461398275872516394,"5     | 2 8 9 |   3  
7 8   |   5 3 |     2
    3 | 4 6   |   5  
- - - + - - - + - - -
6     |       |      
  4   | 9 3 5 |     6
    8 |   7 4 |   1 9
- - - + - - - + - - -
3   9 | 7 4   | 6 8  
  6   | 3 9 8 |      
  7 2 |     6 | 3 9  "
000020406200396007907140803310400702580732164072651389795203040001964205620578901,153827496248396517967145823316489752589732164472651389795213648831964275624578931,"      |   2   | 4   6
2     | 3 9 6 |     7
9   7 | 1 4   | 8   3
- - - + - - - + - - -
3 1   | 4     | 7   2
5 8   | 7 3 2 | 1 6 4
  7 2 | 6 5 1 | 3 8 9
- - - + - - - + - - -
7 9 5 | 2   3 |   4  
    1 | 9 6 4 | 2   5
6 2   | 5 7 8 | 9   1"
800050004403706008260008300517209046308105972000000500100573489905020703004900265,871352694453796128269418357517239846348165972692847531126573489985624713734981265,"8     |   5   |     4
4   3 | 7   6 |     8
2 6   |     8 | 3    
- - - + - - - + - - -
5 1 7 | 2   9 |   4 6
3   8 | 1   5 | 9 7 2
      |       | 5    
- - - + - - - + - - -
1     | 5 7 3 | 4 8 9
9   5 |   2   | 7   3
    4 | 9     | 2 6 5"
504900067283000501007100003941008050000690308308000904470006032126300805030710040,514983267283467591697125483941238756752694318368571924479856132126349875835712649,"5   4 | 9     |   6 7
2 8 3 |       | 5   1
    7 | 1     |     3
- - - + - - - + - - -
9 4 1 |     8 |   5  
      | 6 9   | 3   8
3   8 |       | 9   4
- - - + - - - + - - -
4 7   |     6 |   3 2
1 2 6 | 3     | 8   5
  3   | 7 1   |   4  "
347615289000049000560008107002091070103024000800060510000956038735402061900170425,347615289218749653569238147652891374173524896894367512421956738735482961986173425,"3 4 7 | 6 1 5 | 2 8 9
      |   4 9 |      
5 6   |     8 | 1   7
- - - + - - - + - - -
    2 |   9 1 |   7  
1   3 |   2 4 |      
8     |   6   | 5 1  
- - - + - - - + - - -
      | 9 5 6 |   3 8
7 3 5 | 4   2 |   6 1
9     | 1 7   | 4 2 5"
000060029679008001040001700080017965520009043196430072731050094960103007050076008,813764529679528431245391786384217965527689143196435872731852694968143257452976318,"      |   6   |   2 9
6 7 9 |     8 |     1
  4   |     1 | 7    
- - - + - - - + - - -
  8   |   1 7 | 9 6 5
5 2   |     9 |   4 3
1 9 6 | 4 3   |   7 2
- - - + - - - + - - -
7 3 1 |   5   |   9 4
9 6   | 1   3 |     7
  5   |   7 6 |     8"
700615304450200017391780265037128500549376028812000673274500986180960052005842730,728615394456293817391784265637128549549376128812459673274531986183967452965842731,"7     | 6 1 5 | 3   4
4 5   | 2     |   1 7
3 9 1 | 7 8   | 2 6 5
- - - + - - - + - - -
  3 7 | 1 2 8 | 5    
5 4 9 | 3 7 6 |   2 8
8 1 2 |       | 6 7 3
- - - + - - - + - - -
2 7 4 | 5     | 9 8 6
1 8   | 9 6   |   5 2
    5 | 8 4 2 | 7 3  "
000400030610003009048102705150749286090008500280051097862370941039810000400920000,925467138617583429348192765153749286796238514284651397862375941539814672471926853,"      | 4     |   3  
6 1   |     3 |     9
  4 8 | 1   2 | 7   5
- - - + - - - + - - -
1 5   | 7 4 9 | 2 8 6
  9   |     8 | 5    
2 8   |   5 1 |   9 7
- - - + - - - + - - -
8 6 2 | 3 7   | 9 4 1
  3 9 | 8 1   |      
4     | 9 2   |      "
000170092000068000804023000080702160010000728620800305105200980762380004008610203,356174892291568437874923651483752169519436728627891345135247986762389514948615273,"      | 1 7   |   9 2
      |   6 8 |      
8   4 |   2 3 |      
- - - + - - - + - - -
  8   | 7   2 | 1 6  
  1   |       | 7 2 8
6 2   | 8     | 3   5
- - - + - - - + - - -
1   5 | 2     | 9 8  
7 6 2 | 3 8   |     4
    8 | 6 1   | 2   3"
600708040700500300145906782208495630090000401064200958000157094050600170970320065,623718549789542316145936782218495637597863421364271958836157294452689173971324865,"6     | 7   8 |   4  
7     | 5     | 3    
1 4 5 | 9   6 | 7 8 2
- - - + - - - + - - -
2   8 | 4 9 5 | 6 3  
  9   |       | 4   1
  6 4 | 2     | 9 5 8
- - - + - - - + - - -
      | 1 5 7 |   9 4
  5   | 6     | 1 7  
9 7   | 3 2   |   6 5"
089350641060980520000674000030097016007000309195036002820760103071000065050029704,789352641463981527512674938238597416647218359195436872824765193971843265356129784,"  8 9 | 3 5   | 6 4 1
  6   | 9 8   | 5 2  
      | 6 7 4 |      
- - - + - - - + - - -
  3   |   9 7 |   1 6
    7 |       | 3   9
1 9 5 |   3 6 |     2
- - - + - - - + - - -
8 2   | 7 6   | 1   3
  7 1 |       |   6 5
  5   |   2 9 | 7   4"
589460023341850609067931804753100982408293067692085040136504790004608035820379006,589467123341852679267931854753146982418293567692785341136524798974618235825379416,"5 8 9 | 4 6   |   2 3
3 4 1 | 8 5   | 6   9
  6 7 | 9 3 1 | 8   4
- - - + - - - + - - -
7 5 3 | 1     | 9 8 2
4   8 | 2 9 3 |   6 7
6 9 2 |   8 5 |   4  
- - - + - - - + - - -
1 3 6 | 5   4 | 7 9  
    4 | 6   8 |   3 5
8 2   | 3 7 9 |     6"
056029001000603000071500306007030080602958074000472503090200000063040709804307605,356729841489613257271584396547136982632958174918472563795261438163845729824397615,"  5 6 |   2 9 |     1
      | 6   3 |      
  7 1 | 5     | 3   6
- - - + - - - + - - -
    7 |   3   |   8  
6   2 | 9 5 8 |   7 4
      | 4 7 2 | 5   3
- - - + - - - + - - -
  9   | 2     |      
  6 3 |   4   | 7   9
8   4 | 3   7 | 6   5"
200100986365490127018620000020701300073050000051840790106584200792300845004279613,247135986365498127918627534429761358873952461651843792136584279792316845584279613,"2     | 1     | 9 8 6
3 6 5 | 4 9   | 1 2 7
  1 8 | 6 2   |      
- - - + - - - + - - -
  2   | 7   1 | 3    
  7 3 |   5   |      
  5 1 | 8 4   | 7 9  
- - - + - - - + - - -
1   6 | 5 8 4 | 2    
7 9 2 | 3     | 8 4 5
    4 | 2 7 9 | 6 1 3"
004971005039005460508034010213400070800057324400382090005213080381746059062508140,624971835139825467578634912213469578896157324457382691945213786381746259762598143,"    4 | 9 7 1 |     5
  3 9 |     5 | 4 6  
5   8 |   3 4 |   1  
- - - + - - - + - - -
2 1 3 | 4     |   7  
8     |   5 7 | 3 2 4
4     | 3 8 2 |   9  
- - - + - - - + - - -
    5 | 2 1 3 |   8  
3 8 1 | 7 4 6 |   5 9
  6 2 | 5   8 | 1 4  "
900520030007094100350680020695030000100456300020019080030065240016200850002070603,964521738287394165351687924695832471178456392423719586839165247716243859542978613,"9     | 5 2   |   3  
    7 |   9 4 | 1    
3 5   | 6 8   |   2  
- - - + - - - + - - -
6 9 5 |   3   |      
1     | 4 5 6 | 3    
  2   |   1 9 |   8  
- - - + - - - + - - -
  3   |   6 5 | 2 4  
  1 6 | 2     | 8 5  
    2 |   7   | 6   3"
400570928000498103790002460007841032024700891381269754832017540079300010006925087,413576928265498173798132465957841632624753891381269754832617549579384216146925387,"4     | 5 7   | 9 2 8
      | 4 9 8 | 1   3
7 9   |     2 | 4 6  
- - - + - - - + - - -
    7 | 8 4 1 |   3 2
  2 4 | 7     | 8 9 1
3 8 1 | 2 6 9 | 7 5 4
- - - + - - - + - - -
8 3 2 |   1 7 | 5 4  
  7 9 | 3     |   1  
    6 | 9 2 5 |   8 7"
000100245128549736547206098706801002215463809804725613380654927679000504452078361,963187245128549736547236198736891452215463879894725613381654927679312584452978361,"      | 1     | 2 4 5
1 2 8 | 5 4 9 | 7 3 6
5 4 7 | 2   6 |   9 8
- - - + - - - + - - -
7   6 | 8   1 |     2
2 1 5 | 4 6 3 | 8   9
8   4 | 7 2 5 | 6 1 3
- - - + - - - + - - -
3 8   | 6 5 4 | 9 2 7
6 7 9 |       | 5   4
4 5 2 |   7 8 | 3 6 1"
340825097009100480070960005968000523217653048534098700703049801000386274400712309,341825697659137482872964135968471523217653948534298716723549861195386274486712359,"3 4   | 8 2 5 |   9 7
    9 | 1     | 4 8  
  7   | 9 6   |     5
- - - + - - - + - - -
9 6 8 |       | 5 2 3
2 1 7 | 6 5 3 |   4 8
5 3 4 |   9 8 | 7    
- - - + - - - + - - -
7   3 |   4 9 | 8   1
      | 3 8 6 | 2 7 4
4     | 7 1 2 | 3   9"
000005471415008020607010009004000800080046902061850704008000207000189365356000098,829635471415978623637214589274391856583746912961852734198563247742189365356427198,"      |     5 | 4 7 1
4 1 5 |     8 |   2  
6   7 |   1   |     9
- - - + - - - + - - -
    4 |       | 8    
  8   |   4 6 | 9   2
  6 1 | 8 5   | 7   4
- - - + - - - + - - -
    8 |       | 2   7
      | 1 8 9 | 3 6 5
3 5 6 |       |   9 8"
081025709700800163030017002090002450003068201170594806310470905000950070907200604,681325749725849163439617582896132457543768291172594836318476925264951378957283614,"  8 1 |   2 5 | 7   9
7     | 8     | 1 6 3
  3   |   1 7 |     2
- - - + - - - + - - -
  9   |     2 | 4 5  
    3 |   6 8 | 2   1
1 7   | 5 9 4 | 8   6
- - - + - - - + - - -
3 1   | 4 7   | 9   5
      | 9 5   |   7  
9   7 | 2     | 6   4"
000602534065010702370800691057081009940530100213009800504108000720005400090400250,189672534465913782372854691657281349948536127213749865534128976726395418891467253,"      | 6   2 | 5 3 4
  6 5 |   1   | 7   2
3 7   | 8     | 6 9 1
- - - + - - - + - - -
  5 7 |   8 1 |     9
9 4   | 5 3   | 1    
2 1 3 |     9 | 8    
- - - + - - - + - - -
5   4 | 1   8 |      
7 2   |     5 | 4    
  9   | 4     | 2 5  "
